open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1654448400000,0.00008355,0.00008544,0.00008322,0.00008384,25985136267.80000000,1654451999999,2192505.00706261,11921,13461601045.18000000,1136266.79022214,0
1654452000000,0.00008381,0.00008445,0.00008352,0.00008367,16199392626.15000000,1654455599999,1359637.32450158,8355,7771933578.41000000,652438.65662298,0
1654455600000,0.00008367,0.00008390,0.00008180,0.00008262,24822694932.49000000,1654459199999,2054153.12670422,11245,10837452277.44000000,897188.65065701,0
1654459200000,0.00008260,0.00008400,0.00008052,0.00008072,28809022656.51000000,1654462799999,2367599.37876698,12710,12862226073.67000000,1058183.27956128,0
1654462800000,0.00008071,0.00008191,0.00008071,0.00008150,13808349752.73000000,1654466399999,1123831.52960712,7197,6983855961.30000000,568443.63513439,0
1654466400000,0.00008150,0.00008170,0.00008051,0.00008078,14249452706.70000000,1654469999999,1155130.01129309,6632,5964748451.57000000,483760.87399371,0
1654470000000,0.00008077,0.00008093,0.00007845,0.00007923,26240903833.19000000,1654473599999,2085188.22337397,11857,11730497881.64000000,931491.01503205,0
1654473600000,0.00007929,0.00008199,0.00007822,0.00008195,26904236755.41000000,1654477199999,2155569.95751687,11123,14446500233.13000000,1156727.98239947,0
1654477200000,0.00008195,0.00008365,0.00008072,0.00008280,29258538936.20000000,1654480799999,2404987.77409921,12524,14825778922.66000000,1219803.38520245,0
1654480800000,0.00008287,0.00008292,0.00008063,0.00008077,21879539065.35000000,1654484399999,1785778.19657389,10238,9072057290.95000000,740506.94877118,0
1654484400000,0.00008078,0.00008220,0.00008076,0.00008177,15741830763.91000000,1654487999999,1282253.54297207,7588,8006137877.79000000,652122.64785472,0
1654488000000,0.00008176,0.00008182,0.00008040,0.00008114,17171491352.35000000,1654491599999,1391354.40552114,8371,8119225482.35000000,657810.95775037,0
1654491600000,0.00008114,0.00008215,0.00008089,0.00008113,24058938342.77000000,1654495199999,1961899.83374370,9079,11627229356.71000000,948747.35867771,0
1654495200000,0.00008108,0.00008200,0.00008102,0.00008188,19277774280.41000000,1654498799999,1573716.83771636,8119,10820437867.66000000,883207.61416727,0
1654498800000,0.00008188,0.00008848,0.00008185,0.00008660,70965928410.23000000,1654502399999,6032929.60204491,29261,41995766660.22000000,3568835.05551474,0
1654502400000,0.00008661,0.00008739,0.00008400,0.00008486,54346111493.78000000,1654505999999,4669000.59745670,22295,26350875233.04000000,2265591.50231506,0
1654506000000,0.00008486,0.00008618,0.00008421,0.00008442,32944015236.04000000,1654509599999,2803933.82477117,13127,14811278980.63000000,1261165.18216193,0
1654509600000,0.00008440,0.00008570,0.00008400,0.00008504,25039627265.24000000,1654513199999,2120748.15287240,10431,12360424689.46000000,1047431.81010484,0
1654513200000,0.00008503,0.00008545,0.00008319,0.00008352,27499349880.96000000,1654516799999,2314974.81728826,11408,11877005847.68000000,1000044.36947415,0
1654516800000,0.00008353,0.00008446,0.00008243,0.00008256,26939982923.10000000,1654520399999,2243928.81863289,11380,11843768263.03000000,987093.78948586,0
1654520400000,0.00008256,0.00008388,0.00008241,0.00008339,27153229221.93000000,1654523999999,2252122.46683600,11611,14257936032.71000000,1182903.27477094,0
1654524000000,0.00008338,0.00008449,0.00008282,0.00008305,29986745397.17000000,1654527599999,2512664.91694399,12712,14502654539.03000000,1215715.54848504,0
1654527600000,0.00008307,0.00008327,0.00008093,0.00008216,33689176590.62000000,1654531199999,2759920.96641950,14406,15057604576.00000000,1233624.80874212,0
1654531200000,0.00008216,0.00008218,0.00008093,0.00008137,21735636211.02000000,1654534799999,1769944.86465646,9764,9090926707.72000000,740523.42287154,0
1654534800000,0.00008134,0.00008199,0.00008016,0.00008103,27816070139.10000000,1654538399999,2247315.67531771,11381,13389868190.04000000,1081913.89499522,0
1654538400000,0.00008104,0.00008106,0.00008000,0.00008041,19132267918.86000000,1654541999999,1541978.78711519,8488,8166713274.84000000,658567.79234077,0
1654542000000,0.00008041,0.00008178,0.00008000,0.00008156,21562599551.04000000,1654545599999,1740897.38543653,8848,10972545244.30000000,886451.07600043,0
1654545600000,0.00008159,0.00008164,0.00008023,0.00008091,15674462179.99000000,1654549199999,1265878.17141061,7064,7083105194.51000000,572009.98959893,0
1654549200000,0.00008090,0.00008111,0.00008048,0.00008069,11104284498.19000000,1654552799999,897087.01985949,5607,5063729921.59000000,409127.32825001,0
1654552800000,0.00008071,0.00008091,0.00008011,0.00008023,9618973589.29000000,1654556399999,773637.95657645,4697,4508756306.57000000,362760.36539413,0
1654556400000,0.00008022,0.00008085,0.00008020,0.00008059,8767418295.88000000,1654559999999,705971.92919765,4319,3980060425.43000000,320519.32425443,0
1654560000000,0.00008059,0.00008074,0.00007300,0.00007438,90319085770.88000000,1654563599999,6861661.41152410,36115,35242189053.47000000,2670987.42761616,0
